order_id,order_date,customer_id,product_category,region,sales_amount,discount,profit,payment_method
2892,2023-03-05,4979,Grocery,South,2834.07,7.03,948.39,Debit Card
2893,2023-09-29,1494,Furniture,East,4785.81,4.82,1368.69,UPI
2894,2023-05-31,1199,Furniture,East,851.23,17.04,260.1,UPI
2895,2023-04-17,2954,Electronics,East,2651.67,23.6,569.37,Cash
2896,2023-04-13,4628,Grocery,East,1157.2,6.47,381.41,Debit Card
2897,2023-06-15,1973,Furniture,North,4959.94,0.7,2454.46,Debit Card
2898,2023-06-24,1124,Furniture,South,4937.46,29.97,1707.46,Debit Card
2899,2023-09-16,4565,Clothing,South,2442.16,12.51,945.02,UPI
2900,2023-07-18,3492,Furniture,East,2930.57,27.93,926.27,Credit Card
2901,2023-04-25,1005,Grocery,East,4341.82,0.49,1987.86,UPI
2902,2023-08-31,3126,Furniture,South,2007.26,9.01,661.41,UPI
2903,2023-05-09,1527,Electronics,South,2530.84,2.22,793.84,Debit Card
2904,2023-11-01,4325,Furniture,North,4427.03,27.22,767.68,UPI
2905,2023-07-31,1158,Grocery,East,1886.95,23.16,781.14,UPI
2906,2023-08-19,4259,Clothing,West,2338.62,13.95,976.94,Cash
2907,2023-12-28,1005,Grocery,West,3239.21,21.44,1289.88,Credit Card
2908,2023-06-07,4922,Grocery,West,1033.13,15.58,441.57,Credit Card
2909,2023-05-11,4545,Clothing,North,4191.77,14.68,1320.87,UPI
2910,2023-05-11,1981,Clothing,North,2306.35,13.38,719.59,Cash
2911,2023-04-10,2430,Grocery,West,1676.04,8.47,468.09,Credit Card
2912,2023-03-19,1139,Clothing,South,2504.99,10.71,844.41,UPI
2913,2023-12-17,1936,Electronics,East,4743.07,2.74,576.49,Credit Card
2914,2023-05-17,4585,Electronics,West,1444.59,9.09,538.37,Cash
2915,2023-09-26,3763,Electronics,South,2586.63,0.65,1021.32,Cash
2916,2023-10-25,1480,Electronics,East,2886.53,14.71,841.71,Credit Card
2917,2023-04-27,1016,Clothing,East,549.48,20.76,178.52,Credit Card
2918,2023-11-24,1862,Grocery,North,4105.11,27.8,599.75,Debit Card
2919,2023-07-05,1686,Clothing,North,2095.98,1.47,318.75,Credit Card
2920,2023-05-10,4058,Grocery,East,2088.84,23.66,581.05,UPI
2921,2023-05-26,1504,Electronics,West,4680.15,29.92,1315.06,Cash
2922,2023-05-30,4773,Furniture,North,882.43,14.69,84.41,Cash
2923,2023-01-07,3978,Electronics,South,4801.02,18.85,1010.93,Debit Card
2924,2023-05-21,2740,Furniture,South,512.65,5.28,104.48,Debit Card
2925,2023-01-11,2713,Furniture,East,2146.51,0.88,839.45,Cash
2926,2023-03-29,1494,Clothing,West,3503.28,20.1,1410.22,Cash
2927,2023-11-23,3302,Electronics,West,2024.6,17.33,581.71,UPI
2928,2023-07-11,3892,Grocery,East,500.08,16.72,90.35,Debit Card
2929,2023-05-31,1569,Grocery,East,1398.11,28.09,179.97,Debit Card
2930,2023-04-26,4348,Grocery,East,716.37,19.97,58.82,Debit Card
2931,2023-12-15,4240,Furniture,East,457.73,21.46,85.33,Cash
2932,2023-08-15,3932,Furniture,East,3205.01,17.08,702.81,Credit Card
2933,2023-06-27,2177,Grocery,East,332.34,9.77,130.12,Cash
2934,2023-05-26,4547,Grocery,East,4316.61,26.93,1129.91,UPI
2935,2023-09-16,4386,Electronics,West,896.86,23.84,196.75,Cash
2936,2023-04-14,3969,Grocery,South,3844.87,22.94,1892.84,Cash
2937,2023-11-03,2869,Grocery,East,4147.0,15.1,716.06,Debit Card
2938,2023-06-17,1405,Electronics,South,3547.56,29.63,1380.04,Cash
2939,2023-06-14,2490,Grocery,North,264.97,9.8,95.38,Cash
2940,2023-05-04,3401,Electronics,East,2334.99,29.65,210.3,UPI
2941,2023-04-12,2916,Clothing,West,3363.4,25.07,829.45,Cash
2942,2023-04-20,1264,Grocery,West,909.0,20.04,273.43,Credit Card
2943,2023-02-02,4494,Grocery,West,3866.78,22.37,905.16,Cash
2944,2023-01-02,1626,Electronics,West,3530.36,14.93,970.93,Cash
2945,2023-02-19,1822,Clothing,West,3580.46,13.73,536.37,Debit Card
2946,2023-03-03,1726,Grocery,East,1778.57,20.09,522.61,Debit Card
2947,2023-12-31,4894,Clothing,East,1847.49,18.9,901.01,Cash
2948,2023-11-11,1899,Clothing,North,3270.3,25.84,641.54,UPI
2949,2023-04-26,1106,Grocery,West,3788.42,6.85,1183.66,Debit Card
2950,2023-10-09,4425,Grocery,East,3377.81,23.09,1511.87,Credit Card
2951,2023-05-12,3378,Electronics,West,1155.71,4.71,214.09,UPI
2952,2023-09-26,2065,Furniture,East,1222.57,11.07,496.95,UPI
2953,2023-03-02,2804,Clothing,South,4449.57,25.87,2067.36,UPI
2954,2023-05-30,1750,Electronics,West,2367.29,11.84,500.26,Debit Card
2955,2023-05-05,1880,Furniture,North,1360.52,15.87,400.96,Cash
2956,2023-01-22,1335,Furniture,East,3319.72,5.21,397.33,UPI
2957,2023-01-19,3941,Clothing,East,1449.02,12.1,282.4,Debit Card
2958,2023-11-02,1010,Clothing,West,4102.13,24.79,1837.09,UPI
2959,2023-09-26,4543,Grocery,East,4585.32,17.79,1637.12,UPI
2960,2023-05-28,2597,Grocery,East,2433.24,25.52,1122.06,UPI
2961,2023-09-21,3613,Electronics,South,4186.29,21.67,1619.18,UPI
2962,2023-12-16,4122,Electronics,South,4449.51,3.26,1196.26,UPI
2963,2023-07-11,2615,Furniture,East,1260.76,4.33,432.11,Credit Card
2964,2023-12-20,3373,Furniture,South,4829.72,6.39,1312.81,Debit Card
2965,2023-06-08,2159,Electronics,East,1132.28,21.52,443.6,Cash
2966,2023-08-20,1084,Electronics,North,4333.36,12.59,1028.34,Debit Card
2967,2023-11-10,1092,Grocery,West,1614.85,2.34,709.2,Debit Card
2968,2023-04-23,3985,Grocery,East,1004.48,8.64,380.28,UPI
2969,2023-08-31,3656,Grocery,West,1083.61,14.03,98.87,Debit Card
2970,2023-01-12,1294,Grocery,North,4198.36,25.18,1282.05,Cash
2971,2023-10-01,3268,Grocery,East,3936.05,13.45,1518.69,UPI
2972,2023-10-08,3623,Grocery,East,3058.08,6.57,1405.11,Credit Card
2973,2023-06-02,1200,Electronics,West,1248.05,1.78,512.85,Credit Card
2974,2023-12-22,1069,Grocery,South,897.66,29.68,208.09,UPI
2975,2023-10-24,3822,Furniture,South,510.75,1.54,214.16,Debit Card
2976,2023-03-10,3893,Clothing,North,131.98,21.29,41.09,Debit Card
2977,2023-02-04,4026,Clothing,West,3705.34,25.66,687.06,Debit Card
2978,2023-02-24,3931,Grocery,South,2858.28,22.18,555.2,Debit Card
2979,2023-06-28,2201,Grocery,West,4071.18,23.95,683.47,Cash
2980,2023-05-26,3879,Furniture,East,1885.36,5.07,889.74,Credit Card
2981,2023-04-26,4788,Electronics,South,1095.54,14.87,237.77,Cash
2982,2023-11-21,1840,Furniture,South,3963.02,18.62,1630.05,Credit Card
2983,2023-09-12,1631,Furniture,East,4865.63,8.77,1904.56,UPI
2984,2023-09-28,4319,Grocery,West,3712.73,0.11,454.1,Credit Card
2985,2023-11-06,2292,Furniture,North,2985.4,2.6,325.78,Cash
2986,2023-02-20,2754,Grocery,South,3867.65,15.53,1393.44,Debit Card
2987,2023-09-28,2984,Clothing,West,1416.3,12.18,586.93,Credit Card
2988,2023-01-15,4066,Furniture,West,2825.84,8.56,1024.29,Credit Card
2989,2023-10-06,2913,Clothing,East,4509.95,28.38,1155.72,UPI
2990,2023-04-08,3039,Electronics,South,4368.48,28.03,1494.36,Debit Card
2991,2023-11-11,1224,Electronics,South,3811.86,8.17,1244.11,UPI
2992,2023-05-17,1657,Clothing,West,2887.54,4.27,617.67,Credit Card
2993,2023-09-23,2767,Furniture,East,4011.47,19.85,1105.45,Credit Card
2994,2023-06-24,4661,Clothing,East,4871.34,7.97,1994.18,Debit Card
2995,2023-11-20,3544,Clothing,East,4833.23,29.88,1758.31,UPI
2996,2023-09-10,1323,Grocery,West,4772.65,18.16,1472.34,UPI
2997,2023-11-15,3386,Grocery,North,4864.61,10.79,1011.74,Debit Card
2998,2023-09-27,3086,Grocery,East,4170.3,13.64,761.18,Cash
2999,2023-05-11,2462,Furniture,West,1371.01,25.84,289.03,UPI
3000,2023-05-22,3113,Electronics,West,276.67,2.99,68.14,Debit Card
3001,2023-06-16,4520,Electronics,West,145.24,21.68,-1.4,Cash
3002,2023-08-29,4805,Electronics,South,285.04,16.06,110.5,Debit Card
3003,2023-07-29,1985,Grocery,North,3800.24,19.66,642.78,Cash
3004,2023-12-03,2516,Grocery,North,3907.0,0.96,786.54,Cash
3005,2023-07-11,4860,Grocery,West,2798.88,6.07,1205.03,Cash
3006,2023-03-15,3755,Furniture,North,4112.13,10.04,1855.25,Credit Card
3007,2023-08-07,4116,Clothing,North,2652.78,28.33,273.01,Credit Card
3008,2023-01-24,1506,Furniture,West,4542.39,22.23,582.64,Credit Card
3009,2023-03-31,4338,Clothing,North,542.77,25.91,219.46,UPI
3010,2023-10-24,4598,Grocery,South,4697.45,26.75,1670.1,Debit Card
3011,2023-05-15,3263,Furniture,South,894.82,27.34,210.65,Cash
3012,2023-11-06,1102,Clothing,West,1676.84,26.9,291.38,Cash
3013,2023-09-18,2250,Furniture,West,515.93,26.36,70.33,Debit Card
3014,2023-07-05,4976,Clothing,East,604.63,25.31,126.33,Credit Card
3015,2023-09-04,2402,Grocery,West,4281.28,10.93,1527.08,Debit Card
3016,2023-12-25,4859,Grocery,North,764.02,23.05,344.99,Credit Card
3017,2023-11-16,2083,Clothing,North,2195.67,10.44,494.89,Debit Card
3018,2023-10-03,2245,Electronics,South,2854.92,4.25,1094.31,UPI
3019,2023-03-05,1143,Grocery,South,2697.43,14.93,1300.31,Cash
3020,2023-06-25,2467,Furniture,East,4999.7,11.85,1258.58,Cash
3021,2023-05-16,1271,Grocery,South,2669.65,13.74,429.19,UPI
3022,2023-07-10,4523,Clothing,West,2529.44,23.1,585.3,UPI
3023,2023-06-27,3632,Electronics,East,4105.2,14.05,655.27,UPI
3024,2023-04-14,4016,Clothing,South,1654.95,12.84,180.55,Credit Card
3025,2023-12-10,2103,Electronics,West,3498.9,19.93,1486.61,Credit Card
3026,2023-01-30,4775,Clothing,North,3699.81,10.87,1677.72,Credit Card
3027,2023-01-30,3920,Clothing,South,1260.57,28.33,517.73,Debit Card
3028,2023-03-28,4031,Furniture,North,1283.4,16.69,167.24,Credit Card
3029,2023-09-07,1037,Clothing,South,1692.14,7.98,723.2,UPI
3030,2023-06-14,3215,Grocery,South,356.84,26.42,92.43,Debit Card
3031,2023-03-01,2727,Grocery,West,1844.4,27.82,239.0,Cash
3032,2023-04-18,4228,Clothing,West,1178.72,22.25,523.92,Credit Card
3033,2023-01-31,2885,Furniture,North,1716.35,5.71,627.0,Debit Card
3034,2023-03-16,1124,Grocery,East,2556.81,7.86,386.56,Cash
3035,2023-06-05,3118,Electronics,West,4647.24,27.56,670.22,UPI
3036,2023-04-10,1324,Clothing,West,1339.65,26.69,193.94,Cash
3037,2023-12-03,4054,Grocery,South,1830.73,12.58,463.58,Credit Card
3038,2023-01-19,3713,Electronics,East,1062.58,5.56,506.61,Cash
3039,2023-12-14,3943,Electronics,West,4067.92,16.91,1807.15,Cash
3040,2023-11-15,3561,Furniture,North,2914.93,6.13,993.41,Debit Card
3041,2023-06-17,4309,Furniture,South,3141.12,23.04,600.45,Debit Card
3042,2023-12-01,1073,Electronics,South,710.03,27.25,241.9,Credit Card
3043,2023-01-06,2255,Furniture,East,1143.79,28.92,252.51,Cash
3044,2023-01-14,2662,Furniture,South,1190.62,8.84,434.52,Cash
3045,2023-05-09,3853,Clothing,West,2605.1,22.56,728.61,Credit Card
3046,2023-12-17,1271,Grocery,West,4726.01,25.65,567.9,UPI
3047,2023-08-29,2173,Grocery,West,3042.4,5.74,1506.74,Credit Card
3048,2023-03-21,3906,Grocery,South,4529.44,7.38,1101.1,Debit Card
3049,2023-06-29,3919,Electronics,North,674.61,20.58,144.92,Cash
3050,2023-09-01,4913,Furniture,West,4958.44,2.3,956.66,Credit Card
3051,2023-08-16,1210,Clothing,South,725.6,29.4,207.19,Credit Card
3052,2023-12-02,3391,Grocery,North,4079.24,15.78,1692.32,UPI
3053,2023-06-20,4572,Furniture,West,2761.13,6.84,1118.6,Debit Card
3054,2023-01-24,3246,Clothing,East,2481.3,11.66,988.33,Credit Card
3055,2023-03-23,1527,Clothing,South,2567.72,4.87,992.47,Debit Card
3056,2023-10-28,3187,Grocery,West,1152.95,27.75,436.21,UPI
3057,2023-09-08,2084,Grocery,East,249.81,29.89,26.58,Debit Card
3058,2023-08-13,2038,Electronics,North,1787.73,23.39,482.11,Cash
3059,2023-01-18,4186,Grocery,West,1818.0,4.06,422.69,Credit Card
3060,2023-11-28,3415,Electronics,East,2860.92,14.0,1229.78,Debit Card
3061,2023-08-17,4521,Clothing,North,581.65,26.84,150.21,Debit Card
3062,2023-11-16,3739,Furniture,East,432.92,26.56,49.13,Cash
3063,2023-02-12,4025,Furniture,East,2265.89,0.12,619.1,Debit Card
3064,2023-10-26,2240,Furniture,West,416.85,17.56,123.98,Cash
3065,2023-08-29,2939,Clothing,North,1065.11,4.91,144.09,Debit Card
3066,2023-10-29,4202,Electronics,West,1454.31,12.21,564.37,Cash
3067,2023-07-27,2653,Grocery,North,4088.57,19.68,827.58,UPI
3068,2023-09-05,2185,Electronics,West,2045.77,5.42,484.54,Debit Card
3069,2023-07-13,3525,Clothing,South,4892.57,5.47,1775.86,Debit Card
3070,2023-01-28,4340,Grocery,West,4181.64,1.01,786.83,Cash
3071,2023-11-22,1106,Grocery,East,4122.98,8.51,1527.87,Credit Card
3072,2023-10-26,1896,Electronics,West,2239.46,19.27,866.3,Cash
3073,2023-05-06,3854,Clothing,West,316.42,19.59,90.37,Debit Card
3074,2023-07-06,3459,Clothing,East,3164.02,4.56,1053.49,Debit Card
3075,2023-03-23,2870,Grocery,North,2574.73,21.81,735.48,Debit Card
3076,2023-01-13,1783,Clothing,West,1622.08,24.77,546.67,Credit Card
3077,2023-11-03,2898,Electronics,South,1216.8,27.66,288.15,Cash
3078,2023-01-26,1356,Electronics,East,1398.68,7.34,346.06,UPI
3079,2023-08-12,3818,Furniture,West,633.64,28.72,172.68,Debit Card
3080,2023-02-28,4632,Clothing,North,875.86,23.63,106.85,Credit Card
3081,2023-05-05,1597,Grocery,West,1228.9,15.51,513.35,UPI
3082,2023-09-07,3712,Clothing,East,830.11,4.8,164.23,Cash
3083,2023-05-03,3000,Electronics,South,4817.13,4.09,1431.66,UPI
3084,2023-04-28,1592,Grocery,South,4470.03,6.72,1945.76,UPI
3085,2023-08-01,1710,Clothing,North,697.59,10.74,118.17,Debit Card
3086,2023-09-19,3104,Clothing,West,1973.71,7.39,652.35,UPI
3087,2023-09-23,4637,Clothing,West,2950.03,5.41,775.12,Debit Card
3088,2023-09-30,3440,Electronics,West,893.42,27.0,305.87,Credit Card
3089,2023-05-30,1860,Electronics,North,2314.96,5.27,1078.94,Credit Card
3090,2023-04-19,4438,Furniture,East,503.93,21.32,115.38,Cash
3091,2023-10-15,4921,Clothing,East,2756.38,12.99,474.89,Credit Card
3092,2023-02-06,4449,Furniture,East,4365.49,2.57,974.65,UPI
3093,2023-02-09,2761,Clothing,West,1818.74,5.64,878.51,Credit Card
3094,2023-03-26,2862,Electronics,West,1546.02,28.71,458.19,Credit Card
3095,2023-07-27,1613,Furniture,North,3865.42,18.6,885.21,Credit Card
3096,2023-07-03,1410,Electronics,North,3625.01,16.99,1245.13,Cash
3097,2023-01-10,4660,Furniture,North,4179.39,9.73,685.74,UPI
3098,2023-02-27,3259,Grocery,South,2880.97,5.85,1372.63,Credit Card
3099,2023-03-24,4556,Clothing,West,2360.23,0.8,314.74,UPI
3100,2023-09-19,3368,Grocery,West,2624.09,0.8,819.42,UPI
3101,2023-12-20,1110,Clothing,West,635.4,11.16,248.88,UPI
3102,2023-08-10,2832,Electronics,North,2310.26,1.52,866.16,Cash
3103,2023-10-08,2664,Clothing,West,2842.14,18.48,1333.64,Debit Card
3104,2023-05-08,4486,Electronics,East,3780.28,13.9,725.27,UPI
3105,2023-06-26,3663,Clothing,South,4793.93,13.72,1044.57,UPI
3106,2023-10-13,1897,Clothing,East,3471.32,11.0,355.73,UPI
3107,2023-08-12,1031,Clothing,East,3405.43,24.31,1136.14,Cash
3108,2023-01-19,2699,Electronics,South,1813.54,14.47,377.84,UPI
3109,2023-09-14,4025,Furniture,East,4942.46,1.26,1034.53,UPI
3110,2023-05-30,4052,Clothing,West,3482.45,22.82,1385.59,Debit Card
3111,2023-04-15,4632,Grocery,East,747.86,12.0,347.01,Cash
3112,2023-10-12,4411,Clothing,South,2347.01,10.05,439.01,UPI
3113,2023-05-19,1855,Furniture,East,1666.67,21.43,394.54,Credit Card
3114,2023-01-17,4062,Electronics,West,2280.37,18.25,605.81,Credit Card
3115,2023-05-30,1670,Electronics,North,3213.55,16.1,693.26,Cash
3116,2023-05-04,3803,Furniture,East,2603.25,11.07,448.04,Cash
3117,2023-01-17,4699,Furniture,North,4393.97,4.76,1215.82,Cash
3118,2023-05-20,2822,Grocery,West,2693.8,20.5,989.06,Credit Card
3119,2023-03-15,4088,Grocery,South,2674.8,9.63,1017.78,Debit Card
3120,2023-08-10,1208,Grocery,South,4295.13,25.99,777.07,UPI
3121,2023-11-06,3192,Clothing,East,4860.29,28.89,1121.33,Debit Card
3122,2023-03-03,4072,Furniture,North,4850.17,2.78,1268.79,Cash
3123,2023-11-02,4577,Electronics,West,1666.89,27.76,514.51,Credit Card
3124,2023-04-24,1417,Clothing,South,320.53,26.57,64.74,UPI
3125,2023-10-16,4800,Electronics,South,4359.9,6.25,2104.55,Credit Card
3126,2023-09-21,1330,Clothing,South,832.27,3.28,404.17,Credit Card
3127,2023-07-01,4299,Electronics,West,1681.21,7.81,669.36,Credit Card
3128,2023-05-20,3170,Electronics,West,2613.21,15.55,843.15,UPI
3129,2023-08-15,4365,Electronics,North,1272.6,26.0,539.12,Cash
3130,2023-04-05,2357,Clothing,East,3491.67,22.47,356.35,Cash
3131,2023-09-30,4725,Clothing,South,819.71,10.62,138.85,Debit Card
3132,2023-10-04,4175,Clothing,East,3186.24,1.38,1026.67,UPI
3133,2023-06-18,4441,Furniture,South,555.94,6.21,200.07,UPI
3134,2023-08-16,2037,Electronics,East,1836.7,25.74,412.53,UPI
3135,2023-07-14,3302,Clothing,East,1587.02,10.16,469.88,Debit Card
3136,2023-01-27,1699,Grocery,North,2764.89,7.55,698.71,Credit Card
3137,2023-06-14,4384,Furniture,West,3449.48,10.72,420.19,Debit Card
3138,2023-09-24,4668,Furniture,North,471.11,2.23,61.37,Credit Card
3139,2023-11-15,2782,Clothing,North,451.15,19.38,64.47,Debit Card
3140,2023-01-05,3477,Grocery,North,440.25,29.44,107.21,Credit Card
3141,2023-10-24,1239,Clothing,East,3459.24,3.24,1230.99,Cash
3142,2023-03-13,2530,Grocery,West,2704.57,9.65,653.99,Credit Card
3143,2023-09-06,2265,Grocery,West,1383.48,26.98,241.53,UPI
3144,2023-03-19,4773,Furniture,North,3844.04,24.91,632.33,Credit Card
3145,2023-09-11,1954,Furniture,North,4921.3,27.42,859.97,Debit Card
3146,2023-11-01,1508,Furniture,South,2124.19,8.57,1039.48,Credit Card
3147,2023-06-15,3325,Electronics,West,672.37,3.49,215.29,Cash
3148,2023-05-27,3628,Furniture,West,2496.03,22.38,849.57,Cash
3149,2023-04-19,2327,Clothing,South,2872.61,8.6,1071.61,UPI
3150,2023-07-14,4022,Grocery,North,3863.56,12.98,1488.41,Credit Card
3151,2023-10-10,2575,Electronics,West,1541.96,6.67,176.35,Cash
3152,2023-09-11,4025,Grocery,East,1978.73,8.16,223.25,Debit Card
3153,2023-08-06,4807,Electronics,South,1324.35,25.81,500.67,Cash
3154,2023-02-01,4151,Electronics,East,1147.39,9.04,127.66,UPI
3155,2023-12-21,4703,Furniture,South,3031.32,9.48,1382.6,UPI
3156,2023-02-03,3151,Electronics,South,3571.62,14.01,1558.35,Credit Card
3157,2023-04-14,2020,Furniture,South,2255.48,9.22,223.23,Credit Card
3158,2023-08-08,3378,Electronics,South,2860.93,23.35,442.03,Debit Card
3159,2023-11-14,1337,Grocery,West,3876.29,26.03,1294.19,Credit Card
3160,2023-07-30,4673,Clothing,West,1562.6,6.68,389.78,Credit Card
3161,2023-08-17,4942,Clothing,South,554.44,11.7,82.13,Credit Card
3162,2023-04-25,4210,Electronics,South,4443.89,29.55,2189.72,Cash
3163,2023-03-01,1035,Furniture,North,3950.61,2.97,1497.83,Credit Card
3164,2023-05-15,4948,Furniture,North,3997.06,1.6,871.97,Cash
3165,2023-03-15,3256,Furniture,South,2073.23,16.38,830.54,Debit Card
3166,2023-07-11,2231,Furniture,East,3991.66,19.78,1164.31,UPI
3167,2023-12-27,3918,Clothing,South,1325.23,18.65,367.93,Debit Card
3168,2023-07-22,1676,Clothing,West,412.55,8.78,118.33,UPI
3169,2023-12-26,3926,Grocery,North,2650.09,0.42,1018.01,UPI
3170,2023-07-29,4820,Grocery,South,1688.19,4.04,456.75,Credit Card
3171,2023-03-30,3796,Grocery,East,2649.07,12.66,273.22,Cash
3172,2023-01-29,3975,Grocery,South,679.01,16.09,249.16,Cash
3173,2023-05-02,1882,Electronics,West,3386.24,24.53,342.67,Cash
3174,2023-05-12,2726,Furniture,North,1626.84,19.75,536.59,UPI
3175,2023-04-14,2391,Clothing,North,3848.84,24.83,1377.76,UPI
3176,2023-03-23,3597,Clothing,East,2150.7,21.49,888.92,Debit Card
3177,2023-02-27,2228,Electronics,North,730.85,2.29,348.28,UPI
3178,2023-10-03,4303,Furniture,West,2453.12,6.72,554.16,Cash
3179,2023-12-08,1953,Furniture,South,2849.58,18.04,1196.85,Debit Card
3180,2023-07-15,2035,Grocery,North,1115.2,23.33,131.76,Cash
3181,2023-01-12,4161,Electronics,West,4112.72,20.86,2001.18,Credit Card
3182,2023-06-03,4936,Clothing,West,3774.27,22.65,1010.76,UPI
3183,2023-12-20,2157,Clothing,East,1912.64,29.8,409.04,Credit Card
3184,2023-06-09,4725,Furniture,North,4888.83,8.53,2214.82,Credit Card
3185,2023-12-31,1139,Clothing,East,4103.19,23.58,1418.99,UPI
3186,2023-10-14,3056,Grocery,North,837.26,17.53,142.32,Debit Card
3187,2023-06-20,1086,Clothing,East,1617.82,11.0,640.94,UPI
3188,2023-12-18,3523,Electronics,West,2681.49,26.23,726.53,UPI
3189,2023-02-19,4496,Electronics,North,295.98,7.64,103.15,UPI
3190,2023-05-06,3991,Grocery,North,3461.5,12.84,1283.04,Cash
3191,2023-12-01,2705,Grocery,East,4849.02,17.06,928.66,Credit Card
3192,2023-07-13,3355,Electronics,West,887.44,15.7,378.04,Debit Card
3193,2023-09-18,1353,Furniture,North,1625.51,23.35,200.02,Credit Card
3194,2023-11-14,1669,Grocery,East,1769.2,19.68,673.12,Debit Card
3195,2023-07-31,2056,Clothing,East,973.24,6.9,131.15,Credit Card
3196,2023-05-11,3523,Clothing,North,2659.3,21.11,365.94,Debit Card
3197,2023-02-09,1533,Furniture,South,2250.19,22.78,817.95,Credit Card
3198,2023-01-20,1893,Clothing,South,4762.53,24.81,870.85,UPI
3199,2023-10-16,4681,Clothing,South,1275.23,25.48,600.87,Debit Card
3200,2023-06-05,3072,Clothing,North,669.68,16.87,315.1,UPI
3201,2023-01-08,2179,Clothing,South,3633.42,20.11,1188.22,UPI
3202,2023-06-17,1119,Clothing,South,423.74,6.24,93.74,Credit Card
3203,2023-07-19,3005,Furniture,West,2447.71,10.34,238.28,UPI
3204,2023-08-21,3141,Electronics,East,4316.11,8.67,1705.06,Credit Card
3205,2023-06-13,1533,Grocery,East,2731.83,8.43,771.74,Cash
3206,2023-11-12,1677,Grocery,South,2932.52,12.38,1239.23,Credit Card
3207,2023-02-13,1191,Furniture,South,233.82,6.6,60.17,Cash
3208,2023-01-20,4187,Electronics,East,1589.74,5.45,671.25,Cash
3209,2023-05-06,1898,Electronics,North,1309.34,17.82,347.88,Debit Card
3210,2023-03-29,2787,Grocery,West,3490.51,22.5,1466.41,Debit Card
3211,2023-05-22,3408,Furniture,North,937.01,14.23,382.98,Cash
3212,2023-01-25,1469,Furniture,West,2721.28,2.58,662.71,UPI
3213,2023-01-12,2557,Clothing,South,883.31,11.66,87.47,Debit Card
3214,2023-01-20,4641,Clothing,South,4358.29,10.19,1135.07,Debit Card
3215,2023-11-24,2283,Grocery,West,1161.81,9.24,546.31,UPI
3216,2023-06-30,4782,Furniture,South,2250.49,6.0,566.99,Credit Card
3217,2023-12-24,3326,Grocery,West,545.65,1.69,72.87,Cash
3218,2023-03-23,1997,Grocery,South,3793.64,1.63,1627.36,UPI
3219,2023-02-21,2892,Furniture,West,3340.51,5.44,1150.06,Debit Card
3220,2023-05-31,3939,Electronics,South,1846.92,5.95,738.66,Credit Card
3221,2023-05-11,4356,Clothing,West,2803.78,8.9,1344.8,Credit Card
3222,2023-02-27,4909,Grocery,South,3250.3,9.86,1292.12,UPI
3223,2023-11-12,4957,Furniture,South,4957.45,10.12,780.25,Credit Card
3224,2023-01-25,4281,Clothing,West,2720.68,24.44,642.57,UPI
3225,2023-10-03,3725,Furniture,South,4272.73,27.12,869.2,Credit Card
3226,2023-08-06,3387,Electronics,East,2263.5,29.62,372.32,Debit Card
3227,2023-08-28,1212,Furniture,East,1542.76,2.32,157.15,Cash
3228,2023-04-22,4347,Electronics,East,4131.54,11.87,1587.58,UPI
3229,2023-03-20,2234,Electronics,East,1434.28,10.9,489.57,UPI
3230,2023-09-07,2831,Furniture,South,1243.45,18.73,589.06,UPI
3231,2023-05-23,1467,Electronics,East,4195.81,10.98,1568.05,Credit Card
3232,2023-02-06,1142,Furniture,North,3044.93,15.84,998.7,Cash
3233,2023-04-05,4099,Grocery,North,1511.42,26.16,649.98,UPI
3234,2023-11-25,1870,Furniture,East,3551.07,17.54,1100.57,Debit Card
3235,2023-01-30,1021,Grocery,West,3708.75,9.32,1062.97,Debit Card
3236,2023-11-07,2589,Furniture,East,4510.76,12.56,1532.93,Cash
3237,2023-02-23,1546,Grocery,South,243.77,26.01,68.48,Cash
3238,2023-07-26,3707,Electronics,West,1277.48,20.6,260.93,UPI
3239,2023-04-07,2324,Furniture,West,3484.14,8.34,1103.9,Debit Card
3240,2023-02-11,4751,Electronics,North,2597.95,18.55,533.67,Cash
3241,2023-07-17,3089,Clothing,South,542.1,7.8,225.8,Debit Card
3242,2023-01-04,1267,Grocery,East,1749.25,25.87,518.02,UPI
3243,2023-10-02,3557,Clothing,West,2299.84,9.95,1132.56,Cash
3244,2023-03-19,4824,Clothing,North,243.16,10.35,33.59,UPI
3245,2023-11-20,1899,Grocery,West,986.59,20.56,104.78,Credit Card
3246,2023-11-12,4644,Furniture,East,3628.98,19.79,957.08,Credit Card
3247,2023-11-18,4705,Furniture,West,593.11,1.92,220.63,Credit Card
3248,2023-04-26,3049,Clothing,North,934.99,16.56,239.17,Debit Card
3249,2023-02-06,1656,Clothing,South,3117.89,3.09,1190.41,Credit Card
3250,2023-10-08,4615,Electronics,East,1157.78,11.47,181.35,Credit Card
3251,2023-04-01,2053,Electronics,North,3367.14,26.23,1237.58,Credit Card
3252,2023-09-14,2009,Clothing,North,2819.1,13.23,689.72,UPI
3253,2023-03-17,1524,Electronics,East,2684.28,6.34,876.83,Credit Card
3254,2023-08-07,3136,Grocery,North,4721.66,26.78,529.28,Debit Card
3255,2023-06-03,2980,Grocery,North,2520.31,18.97,816.4,UPI
3256,2023-02-28,4783,Grocery,North,3961.91,12.61,1963.82,Debit Card
3257,2023-10-13,4349,Electronics,West,912.65,21.27,101.9,Debit Card
